year,grandprix,driver,position
2022,Hungarian Grand Prix,Mick Schumacher,16
2022,Hungarian Grand Prix,Mick Schumacher,15
2022,Hungarian Grand Prix,Mick Schumacher,15
2022,Hungarian Grand Prix,Mick Schumacher,14
2022,Hungarian Grand Prix,Daniel Ricciardo,10
2022,Hungarian Grand Prix,Daniel Ricciardo,14
2022,Hungarian Grand Prix,Daniel Ricciardo,13
2022,Hungarian Grand Prix,Daniel Ricciardo,12
2022,Hungarian Grand Prix,Daniel Ricciardo,10
2022,Hungarian Grand Prix,Daniel Ricciardo,8
2022,Hungarian Grand Prix,Daniel Ricciardo,7
2022,Hungarian Grand Prix,Daniel Ricciardo,13
2022,Hungarian Grand Prix,Kevin Magnussen,19
2022,Hungarian Grand Prix,Kevin Magnussen,19
2022,Hungarian Grand Prix,Kevin Magnussen,18
2022,Hungarian Grand Prix,Kevin Magnussen,18
2022,Hungarian Grand Prix,Kevin Magnussen,18
2022,Hungarian Grand Prix,Kevin Magnussen,18
2022,Hungarian Grand Prix,Kevin Magnussen,17
2022,Hungarian Grand Prix,Kevin Magnussen,16
2022,Hungarian Grand Prix,Kevin Magnussen,16
2022,Hungarian Grand Prix,Kevin Magnussen,16
2022,Hungarian Grand Prix,Alexander Albon,19
2022,Hungarian Grand Prix,Alexander Albon,18
2022,Hungarian Grand Prix,Alexander Albon,17
2022,Hungarian Grand Prix,Alexander Albon,15
2022,Hungarian Grand Prix,Alexander Albon,19
2022,Hungarian Grand Prix,Alexander Albon,18
2022,Hungarian Grand Prix,Alexander Albon,19
2022,Hungarian Grand Prix,Alexander Albon,18
2022,Hungarian Grand Prix,Alexander Albon,17
2022,Hungarian Grand Prix,Alexander Albon,17
2022,Hungarian Grand Prix,Alexander Albon,16
2022,Hungarian Grand Prix,Nicholas Latifi,18
2022,Hungarian Grand Prix,Nicholas Latifi,17
2022,Hungarian Grand Prix,Nicholas Latifi,17
2022,Hungarian Grand Prix,Nicholas Latifi,15
2022,Hungarian Grand Prix,Nicholas Latifi,14
2022,Hungarian Grand Prix,Nicholas Latifi,13
2022,Hungarian Grand Prix,Nicholas Latifi,19
2022,Hungarian Grand Prix,Nicholas Latifi,18
2022,Hungarian Grand Prix,Nicholas Latifi,17
2022,Hungarian Grand Prix,Nicholas Latifi,18
2022,Hungarian Grand Prix,Nicholas Latifi,17
2022,Hungarian Grand Prix,Nicholas Latifi,18
2022,Hungarian Grand Prix,Yuki Tsunoda,15
2022,Hungarian Grand Prix,Yuki Tsunoda,14
2022,Hungarian Grand Prix,Yuki Tsunoda,19
2022,Hungarian Grand Prix,Yuki Tsunoda,18
2022,Hungarian Grand Prix,Yuki Tsunoda,17
2022,Hungarian Grand Prix,Yuki Tsunoda,16
2022,Hungarian Grand Prix,Yuki Tsunoda,15
2022,Hungarian Grand Prix,Yuki Tsunoda,15
2022,Hungarian Grand Prix,Yuki Tsunoda,19
2022,Hungarian Grand Prix,Yuki Tsunoda,19
2022,Hungarian Grand Prix,Valtteri Bottas,13
2022,Hungarian Grand Prix,Valtteri Bottas,12
2022,Hungarian Grand Prix,Valtteri Bottas,10
2022,Hungarian Grand Prix,Valtteri Bottas,9
2022,Hungarian Grand Prix,Valtteri Bottas,9
2022,Hungarian Grand Prix,Valtteri Bottas,8
2022,Hungarian Grand Prix,Valtteri Bottas,14
2022,Hungarian Grand Prix,Valtteri Bottas,13
2022,Hungarian Grand Prix,Valtteri Bottas,10
2022,Belgian Grand Prix,Max Verstappen,6
2022,Belgian Grand Prix,Max Verstappen,5
2022,Belgian Grand Prix,Max Verstappen,4
2022,Belgian Grand Prix,Max Verstappen,3
2022,Belgian Grand Prix,Max Verstappen,2
2022,Belgian Grand Prix,Max Verstappen,1
2022,Belgian Grand Prix,Max Verstappen,1
2022,Belgian Grand Prix,Sergio Perez,1
2022,Belgian Grand Prix,Sergio Perez,2
2022,Belgian Grand Prix,Sergio Perez,2
2022,Belgian Grand Prix,Carlos Sainz,4
2022,Belgian Grand Prix,Carlos Sainz,3
2022,Belgian Grand Prix,Carlos Sainz,2
2022,Belgian Grand Prix,Carlos Sainz,1
2022,Belgian Grand Prix,Carlos Sainz,3
2022,Belgian Grand Prix,George Russell,3
2022,Belgian Grand Prix,George Russell,5
2022,Belgian Grand Prix,George Russell,4
2022,Belgian Grand Prix,George Russell,3
2022,Belgian Grand Prix,George Russell,2
2022,Belgian Grand Prix,Fernando Alonso,10
2022,Belgian Grand Prix,Fernando Alonso,9
2022,Belgian Grand Prix,Fernando Alonso,8
2022,Belgian Grand Prix,Fernando Alonso,6
2022,Belgian Grand Prix,Fernando Alonso,10
2022,Belgian Grand Prix,Fernando Alonso,9
2022,Belgian Grand Prix,Fernando Alonso,8
2022,Belgian Grand Prix,Fernando Alonso,7
2022,Belgian Grand Prix,Fernando Alonso,6
2022,Belgian Grand Prix,Fernando Alonso,5
2022,Belgian Grand Prix,Charles Leclerc,16
2022,Belgian Grand Prix,Charles Leclerc,14
2022,Belgian Grand Prix,Charles Leclerc,13
2022,Belgian Grand Prix,Charles Leclerc,12
2022,Belgian Grand Prix,Charles Leclerc,11
2022,Belgian Grand Prix,Charles Leclerc,7
2022,Belgian Grand Prix,Charles Leclerc,5
2022,Belgian Grand Prix,Charles Leclerc,4
2022,Belgian Grand Prix,Charles Leclerc,6
2022,Belgian Grand Prix,Charles Leclerc,5
2022,Belgian Grand Prix,Charles Leclerc,5
2022,Belgian Grand Prix,Esteban Ocon,11
2022,Belgian Grand Prix,Esteban Ocon,10
2022,Belgian Grand Prix,Esteban Ocon,9
2022,Belgian Grand Prix,Esteban Ocon,14
2022,Belgian Grand Prix,Esteban Ocon,11
2022,Belgian Grand Prix,Esteban Ocon,10
2022,Belgian Grand Prix,Esteban Ocon,9
2022,Belgian Grand Prix,Esteban Ocon,8
2022,Belgian Grand Prix,Esteban Ocon,7
2022,Belgian Grand Prix,Esteban Ocon,6
2022,Belgian Grand Prix,Esteban Ocon,7
2022,Belgian Grand Prix,Sebastian Vettel,5
2022,Belgian Grand Prix,Sebastian Vettel,4
2022,Belgian Grand Prix,Sebastian Vettel,9
2022,Belgian Grand Prix,Sebastian Vettel,8
2022,Belgian Grand Prix,Sebastian Vettel,7
2022,Belgian Grand Prix,Sebastian Vettel,6
2022,Belgian Grand Prix,Sebastian Vettel,5
2022,Belgian Grand Prix,Pierre Gasly,16
2022,Belgian Grand Prix,Pierre Gasly,15
2022,Belgian Grand Prix,Pierre Gasly,17
2022,Belgian Grand Prix,Pierre Gasly,15
2022,Belgian Grand Prix,Pierre Gasly,13
2022,Belgian Grand Prix,Pierre Gasly,12
2022,Belgian Grand Prix,Pierre Gasly,11
2022,Belgian Grand Prix,Pierre Gasly,16
2022,Belgian Grand Prix,Pierre Gasly,13
2022,Belgian Grand Prix,Pierre Gasly,12
2022,Belgian Grand Prix,Pierre Gasly,11
2022,Belgian Grand Prix,Pierre Gasly,10
2022,Belgian Grand Prix,Pierre Gasly,9
2022,Belgian Grand Prix,Pierre Gasly,8
2022,Belgian Grand Prix,Pierre Gasly,7
2022,Belgian Grand Prix,Alexander Albon,7
2022,Belgian Grand Prix,Alexander Albon,16
2022,Belgian Grand Prix,Alexander Albon,14
2022,Belgian Grand Prix,Alexander Albon,12
2022,Belgian Grand Prix,Alexander Albon,9
2022,Belgian Grand Prix,Alexander Albon,8
2022,Belgian Grand Prix,Alexander Albon,8
2022,Belgian Grand Prix,Alexander Albon,14
2022,Belgian Grand Prix,Alexander Albon,13
2022,Belgian Grand Prix,Alexander Albon,12
2022,Belgian Grand Prix,Alexander Albon,11
2022,Belgian Grand Prix,Alexander Albon,10
2022,Belgian Grand Prix,Lance Stroll,9
2022,Belgian Grand Prix,Lance Stroll,8
2022,Belgian Grand Prix,Lance Stroll,6
2022,Belgian Grand Prix,Lance Stroll,13
2022,Belgian Grand Prix,Lance Stroll,12
2022,Belgian Grand Prix,Lance Stroll,11
2022,Belgian Grand Prix,Lance Stroll,16
2022,Belgian Grand Prix,Lance Stroll,14
2022,Belgian Grand Prix,Lance Stroll,13
2022,Belgian Grand Prix,Lance Stroll,12
2022,Belgian Grand Prix,Lance Stroll,11
2022,Belgian Grand Prix,Lando Norris,12
2022,Belgian Grand Prix,Lando Norris,11
2022,Belgian Grand Prix,Lando Norris,10
2022,Belgian Grand Prix,Lando Norris,9
2022,Belgian Grand Prix,Lando Norris,15
2022,Belgian Grand Prix,Lando Norris,13
2022,Belgian Grand Prix,Lando Norris,13
2022,Belgian Grand Prix,Lando Norris,12
2022,Belgian Grand Prix,Lando Norris,9
2022,Belgian Grand Prix,Lando Norris,13
2022,Belgian Grand Prix,Lando Norris,12
2022,Belgian Grand Prix,Yuki Tsunoda,15
2022,Belgian Grand Prix,Yuki Tsunoda,14
2022,Belgian Grand Prix,Yuki Tsunoda,13
2022,Belgian Grand Prix,Yuki Tsunoda,12
2022,Belgian Grand Prix,Yuki Tsunoda,9
2022,Belgian Grand Prix,Yuki Tsunoda,8
2022,Belgian Grand Prix,Yuki Tsunoda,7
2022,Belgian Grand Prix,Yuki Tsunoda,16
2022,Belgian Grand Prix,Yuki Tsunoda,15
2022,Belgian Grand Prix,Yuki Tsunoda,14
2022,Belgian Grand Prix,Yuki Tsunoda,12
2022,Belgian Grand Prix,Yuki Tsunoda,11
2022,Belgian Grand Prix,Yuki Tsunoda,10
2022,Belgian Grand Prix,Yuki Tsunoda,14
2022,Belgian Grand Prix,Yuki Tsunoda,13
2022,Belgian Grand Prix,Yuki Tsunoda,13
2022,Belgian Grand Prix,Zhou Guanyu,13
2022,Belgian Grand Prix,Zhou Guanyu,12
2022,Belgian Grand Prix,Zhou Guanyu,11
2022,Belgian Grand Prix,Zhou Guanyu,8
2022,Belgian Grand Prix,Zhou Guanyu,15
2022,Belgian Grand Prix,Zhou Guanyu,14
2022,Belgian Grand Prix,Zhou Guanyu,13
2022,Belgian Grand Prix,Zhou Guanyu,10
2022,Belgian Grand Prix,Zhou Guanyu,14
2022,Belgian Grand Prix,Zhou Guanyu,13
2022,Belgian Grand Prix,Zhou Guanyu,13
2022,Belgian Grand Prix,Daniel Ricciardo,7
2022,Belgian Grand Prix,Daniel Ricciardo,13
2022,Belgian Grand Prix,Daniel Ricciardo,12
2022,Belgian Grand Prix,Daniel Ricciardo,11
2022,Belgian Grand Prix,Daniel Ricciardo,10
2022,Belgian Grand Prix,Daniel Ricciardo,8
2022,Belgian Grand Prix,Kevin Magnussen,10
2022,Belgian Grand Prix,Kevin Magnussen,16
2022,Belgian Grand Prix,Kevin Magnussen,15
2022,Belgian Grand Prix,Kevin Magnussen,14
2022,Belgian Grand Prix,Kevin Magnussen,16
2022,Belgian Grand Prix,Mick Schumacher,14
2022,Belgian Grand Prix,Mick Schumacher,17
2022,Belgian Grand Prix,Mick Schumacher,15
2022,Belgian Grand Prix,Mick Schumacher,13
2022,Belgian Grand Prix,Mick Schumacher,17
2022,Belgian Grand Prix,Mick Schumacher,16
2022,Belgian Grand Prix,Mick Schumacher,16
2022,Belgian Grand Prix,Mick Schumacher,15
2022,Belgian Grand Prix,Mick Schumacher,17
2022,Belgian Grand Prix,Nicholas Latifi,17
2022,Belgian Grand Prix,Nicholas Latifi,16
2022,Belgian Grand Prix,Nicholas Latifi,14
2022,Belgian Grand Prix,Nicholas Latifi,12
2022,Belgian Grand Prix,Nicholas Latifi,11
2022,Belgian Grand Prix,Nicholas Latifi,17
2022,Dutch Grand Prix,Max Verstappen,2
2022,Dutch Grand Prix,Max Verstappen,1
2022,Dutch Grand Prix,Max Verstappen,1
2022,Dutch Grand Prix,George Russell,6
2022,Dutch Grand Prix,George Russell,5
2022,Dutch Grand Prix,George Russell,4
2022,Dutch Grand Prix,George Russell,3
2022,Dutch Grand Prix,George Russell,2
2022,Dutch Grand Prix,George Russell,2
2022,Dutch Grand Prix,George Russell,4
2022,Dutch Grand Prix,George Russell,3
2022,Dutch Grand Prix,George Russell,2
2022,Dutch Grand Prix,Charles Leclerc,3
2022,Dutch Grand Prix,Charles Leclerc,2
2022,Dutch Grand Prix,Charles Leclerc,3
2022,Dutch Grand Prix,Lewis Hamilton,3
2022,Dutch Grand Prix,Lewis Hamilton,2
2022,Dutch Grand Prix,Lewis Hamilton,1
2022,Dutch Grand Prix,Lewis Hamilton,4
2022,Dutch Grand Prix,Lewis Hamilton,3
2022,Dutch Grand Prix,Lewis Hamilton,2
2022,Dutch Grand Prix,Sergio Perez,7
2022,Dutch Grand Prix,Sergio Perez,5
2022,Dutch Grand Prix,Sergio Perez,4
2022,Dutch Grand Prix,Sergio Perez,3
2022,Dutch Grand Prix,Sergio Perez,5
2022,Dutch Grand Prix,Fernando Alonso,12
2022,Dutch Grand Prix,Fernando Alonso,13
2022,Dutch Grand Prix,Fernando Alonso,12
2022,Dutch Grand Prix,Fernando Alonso,11
2022,Dutch Grand Prix,Fernando Alonso,10
2022,Dutch Grand Prix,Fernando Alonso,9
2022,Dutch Grand Prix,Fernando Alonso,8
2022,Dutch Grand Prix,Fernando Alonso,7
2022,Dutch Grand Prix,Fernando Alonso,8
2022,Dutch Grand Prix,Lando Norris,5
2022,Dutch Grand Prix,Lando Norris,8
2022,Dutch Grand Prix,Lando Norris,7
2022,Dutch Grand Prix,Lando Norris,6
2022,Dutch Grand Prix,Lando Norris,7
2022,Dutch Grand Prix,Carlos Sainz,10
2022,Dutch Grand Prix,Carlos Sainz,9
2022,Dutch Grand Prix,Carlos Sainz,8
2022,Dutch Grand Prix,Carlos Sainz,7
2022,Dutch Grand Prix,Carlos Sainz,6
2022,Dutch Grand Prix,Carlos Sainz,5
2022,Dutch Grand Prix,Carlos Sainz,7
2022,Dutch Grand Prix,Carlos Sainz,6
2022,Dutch Grand Prix,Carlos Sainz,5
2022,Dutch Grand Prix,Esteban Ocon,7
2022,Dutch Grand Prix,Esteban Ocon,6
2022,Dutch Grand Prix,Esteban Ocon,10
2022,Dutch Grand Prix,Esteban Ocon,9
2022,Dutch Grand Prix,Esteban Ocon,8
2022,Dutch Grand Prix,Esteban Ocon,6
2022,Dutch Grand Prix,Lance Stroll,6
2022,Dutch Grand Prix,Lance Stroll,9
2022,Dutch Grand Prix,Lance Stroll,8
2022,Dutch Grand Prix,Lance Stroll,10
2022,Dutch Grand Prix,Pierre Gasly,17
2022,Dutch Grand Prix,Pierre Gasly,15
2022,Dutch Grand Prix,Pierre Gasly,14
2022,Dutch Grand Prix,Pierre Gasly,13
2022,Dutch Grand Prix,Pierre Gasly,12
2022,Dutch Grand Prix,Pierre Gasly,17
2022,Dutch Grand Prix,Pierre Gasly,15
2022,Dutch Grand Prix,Pierre Gasly,14
2022,Dutch Grand Prix,Pierre Gasly,13
2022,Dutch Grand Prix,Pierre Gasly,11
2022,Dutch Grand Prix,Alexander Albon,14
2022,Dutch Grand Prix,Alexander Albon,13
2022,Dutch Grand Prix,Alexander Albon,12
2022,Dutch Grand Prix,Alexander Albon,10
2022,Dutch Grand Prix,Alexander Albon,9
2022,Dutch Grand Prix,Alexander Albon,8
2022,Dutch Grand Prix,Alexander Albon,7
2022,Dutch Grand Prix,Alexander Albon,6
2022,Dutch Grand Prix,Alexander Albon,14
2022,Dutch Grand Prix,Alexander Albon,13
2022,Dutch Grand Prix,Alexander Albon,12
2022,Dutch Grand Prix,Mick Schumacher,16
2022,Dutch Grand Prix,Mick Schumacher,15
2022,Dutch Grand Prix,Mick Schumacher,14
2022,Dutch Grand Prix,Mick Schumacher,18
2022,Dutch Grand Prix,Mick Schumacher,17
2022,Dutch Grand Prix,Mick Schumacher,16
2022,Dutch Grand Prix,Mick Schumacher,15
2022,Dutch Grand Prix,Mick Schumacher,14
2022,Dutch Grand Prix,Sebastian Vettel,19
2022,Dutch Grand Prix,Sebastian Vettel,17
2022,Dutch Grand Prix,Sebastian Vettel,16
2022,Dutch Grand Prix,Sebastian Vettel,16
2022,Dutch Grand Prix,Sebastian Vettel,15
2022,Dutch Grand Prix,Sebastian Vettel,15
2022,Dutch Grand Prix,Sebastian Vettel,15
2022,Dutch Grand Prix,Sebastian Vettel,13
2022,Dutch Grand Prix,Kevin Magnussen,19
2022,Dutch Grand Prix,Kevin Magnussen,18
2022,Dutch Grand Prix,Kevin Magnussen,16
2022,Dutch Grand Prix,Kevin Magnussen,14
2022,Dutch Grand Prix,Kevin Magnussen,18
2022,Dutch Grand Prix,Kevin Magnussen,17
2022,Dutch Grand Prix,Kevin Magnussen,18
2022,Dutch Grand Prix,Kevin Magnussen,17
2022,Dutch Grand Prix,Kevin Magnussen,16
2022,Dutch Grand Prix,Zhou Guanyu,13
2022,Dutch Grand Prix,Zhou Guanyu,16
2022,Dutch Grand Prix,Zhou Guanyu,15
2022,Dutch Grand Prix,Zhou Guanyu,14
2022,Dutch Grand Prix,Zhou Guanyu,13
2022,Dutch Grand Prix,Zhou Guanyu,12
2022,Dutch Grand Prix,Zhou Guanyu,14
2022,Dutch Grand Prix,Zhou Guanyu,13
2022,Dutch Grand Prix,Daniel Ricciardo,19
2022,Dutch Grand Prix,Daniel Ricciardo,18
2022,Dutch Grand Prix,Daniel Ricciardo,18
2022,Dutch Grand Prix,Daniel Ricciardo,17
2022,Dutch Grand Prix,Daniel Ricciardo,18
2022,Dutch Grand Prix,Daniel Ricciardo,17
2022,Dutch Grand Prix,Nicholas Latifi,18
2022,Dutch Grand Prix,Nicholas Latifi,17
2022,Dutch Grand Prix,Nicholas Latifi,19
2022,Dutch Grand Prix,Valtteri Bottas,17
2022,Dutch Grand Prix,Valtteri Bottas,15
2022,Dutch Grand Prix,Valtteri Bottas,14
2022,Dutch Grand Prix,Valtteri Bottas,13
2022,Dutch Grand Prix,Valtteri Bottas,11
2022,Dutch Grand Prix,Valtteri Bottas,10
2022,Dutch Grand Prix,Valtteri Bottas,16
2022,Dutch Grand Prix,Valtteri Bottas,15
2022,Dutch Grand Prix,Valtteri Bottas,13
2022,Dutch Grand Prix,Valtteri Bottas,15
2022,Dutch Grand Prix,Valtteri Bottas,14
2022,Dutch Grand Prix,Valtteri Bottas,13
2022,Dutch Grand Prix,Yuki Tsunoda,13
2022,Dutch Grand Prix,Yuki Tsunoda,12
2022,Dutch Grand Prix,Yuki Tsunoda,11
2022,Dutch Grand Prix,Yuki Tsunoda,10
2022,Italian Grand Prix,Max Verstappen,2
2022,Italian Grand Prix,Max Verstappen,1
2022,Italian Grand Prix,Max Verstappen,1
2022,Italian Grand Prix,Charles Leclerc,2
2022,Italian Grand Prix,Charles Leclerc,1
2022,Italian Grand Prix,George Russell,2
2022,Italian Grand Prix,George Russell,3
2022,Italian Grand Prix,Carlos Sainz,13
2022,Italian Grand Prix,Carlos Sainz,11
2022,Italian Grand Prix,Carlos Sainz,10
2022,Italian Grand Prix,Carlos Sainz,9
2022,Italian Grand Prix,Carlos Sainz,8
2022,Italian Grand Prix,Carlos Sainz,7
2022,Italian Grand Prix,Carlos Sainz,6
2022,Italian Grand Prix,Carlos Sainz,5
2022,Italian Grand Prix,Carlos Sainz,4
2022,Italian Grand Prix,Carlos Sainz,3
2022,Italian Grand Prix,Carlos Sainz,5
2022,Italian Grand Prix,Carlos Sainz,4
2022,Italian Grand Prix,Lewis Hamilton,17
2022,Italian Grand Prix,Lewis Hamilton,16
2022,Italian Grand Prix,Lewis Hamilton,15
2022,Italian Grand Prix,Lewis Hamilton,13
2022,Italian Grand Prix,Lewis Hamilton,12
2022,Italian Grand Prix,Lewis Hamilton,11
2022,Italian Grand Prix,Lewis Hamilton,10
2022,Italian Grand Prix,Lewis Hamilton,8
2022,Italian Grand Prix,Lewis Hamilton,7
2022,Italian Grand Prix,Lewis Hamilton,6
2022,Italian Grand Prix,Lewis Hamilton,5
2022,Italian Grand Prix,Lewis Hamilton,9
2022,Italian Grand Prix,Lewis Hamilton,7
2022,Italian Grand Prix,Lewis Hamilton,6
2022,Italian Grand Prix,Lewis Hamilton,5
2022,Italian Grand Prix,Sergio Perez,15
2022,Italian Grand Prix,Sergio Perez,14
2022,Italian Grand Prix,Sergio Perez,13
2022,Italian Grand Prix,Sergio Perez,19
2022,Italian Grand Prix,Sergio Perez,18
2022,Italian Grand Prix,Sergio Perez,15
2022,Italian Grand Prix,Sergio Perez,10
2022,Italian Grand Prix,Sergio Perez,9
2022,Italian Grand Prix,Sergio Perez,8
2022,Italian Grand Prix,Sergio Perez,6
2022,Italian Grand Prix,Sergio Perez,5
2022,Italian Grand Prix,Sergio Perez,6
2022,Italian Grand Prix,Lando Norris,6
2022,Italian Grand Prix,Lando Norris,5
2022,Italian Grand Prix,Lando Norris,4
2022,Italian Grand Prix,Lando Norris,7
2022,Italian Grand Prix,Lando Norris,6
2022,Italian Grand Prix,Pierre Gasly,13
2022,Italian Grand Prix,Pierre Gasly,12
2022,Italian Grand Prix,Pierre Gasly,11
2022,Italian Grand Prix,Pierre Gasly,9
2022,Italian Grand Prix,Pierre Gasly,8
2022,Italian Grand Prix,Pierre Gasly,8
2022,Italian Grand Prix,Nyck de Vries,8
2022,Italian Grand Prix,Nyck de Vries,13
2022,Italian Grand Prix,Nyck de Vries,12
2022,Italian Grand Prix,Nyck de Vries,10
2022,Italian Grand Prix,Nyck de Vries,9
2022,Italian Grand Prix,Zhou Guanyu,15
2022,Italian Grand Prix,Zhou Guanyu,14
2022,Italian Grand Prix,Zhou Guanyu,13
2022,Italian Grand Prix,Zhou Guanyu,11
2022,Italian Grand Prix,Zhou Guanyu,11
2022,Italian Grand Prix,Zhou Guanyu,10
2022,Italian Grand Prix,Esteban Ocon,13
2022,Italian Grand Prix,Esteban Ocon,12
2022,Italian Grand Prix,Esteban Ocon,12
2022,Italian Grand Prix,Esteban Ocon,15
2022,Italian Grand Prix,Esteban Ocon,14
2022,Italian Grand Prix,Esteban Ocon,13
2022,Italian Grand Prix,Esteban Ocon,12
2022,Italian Grand Prix,Esteban Ocon,11
2022,Italian Grand Prix,Mick Schumacher,18
2022,Italian Grand Prix,Mick Schumacher,17
2022,Italian Grand Prix,Mick Schumacher,16
2022,Italian Grand Prix,Mick Schumacher,15
2022,Italian Grand Prix,Mick Schumacher,11
2022,Italian Grand Prix,Mick Schumacher,8
2022,Italian Grand Prix,Mick Schumacher,8
2022,Italian Grand Prix,Mick Schumacher,16
2022,Italian Grand Prix,Mick Schumacher,15
2022,Italian Grand Prix,Mick Schumacher,14
2022,Italian Grand Prix,Mick Schumacher,13
2022,Italian Grand Prix,Mick Schumacher,12
2022,Italian Grand Prix,Valtteri Bottas,19
2022,Italian Grand Prix,Valtteri Bottas,18
2022,Italian Grand Prix,Valtteri Bottas,17
2022,Italian Grand Prix,Valtteri Bottas,16
2022,Italian Grand Prix,Valtteri Bottas,13
2022,Italian Grand Prix,Valtteri Bottas,9
2022,Italian Grand Prix,Valtteri Bottas,9
2022,Italian Grand Prix,Valtteri Bottas,8
2022,Italian Grand Prix,Valtteri Bottas,7
2022,Italian Grand Prix,Valtteri Bottas,16
2022,Italian Grand Prix,Valtteri Bottas,15
2022,Italian Grand Prix,Valtteri Bottas,14
2022,Italian Grand Prix,Valtteri Bottas,13
2022,Italian Grand Prix,Yuki Tsunoda,15
2022,Italian Grand Prix,Yuki Tsunoda,14
2022,Italian Grand Prix,Yuki Tsunoda,13
2022,Italian Grand Prix,Yuki Tsunoda,17
2022,Italian Grand Prix,Yuki Tsunoda,16
2022,Italian Grand Prix,Yuki Tsunoda,15
2022,Italian Grand Prix,Yuki Tsunoda,14
2022,Italian Grand Prix,Yuki Tsunoda,13
2022,Italian Grand Prix,Yuki Tsunoda,13
2022,Italian Grand Prix,Nicholas Latifi,16
2022,Italian Grand Prix,Nicholas Latifi,15
2022,Italian Grand Prix,Nicholas Latifi,18
2022,Italian Grand Prix,Nicholas Latifi,17
2022,Italian Grand Prix,Nicholas Latifi,16
2022,Italian Grand Prix,Nicholas Latifi,15
2022,Italian Grand Prix,Nicholas Latifi,14
2022,Italian Grand Prix,Nicholas Latifi,15
2022,Italian Grand Prix,Kevin Magnussen,14
2022,Italian Grand Prix,Kevin Magnussen,15
2022,Italian Grand Prix,Kevin Magnussen,15
2022,Italian Grand Prix,Kevin Magnussen,14
2022,Italian Grand Prix,Kevin Magnussen,11
2022,Italian Grand Prix,Kevin Magnussen,18
2022,Italian Grand Prix,Kevin Magnussen,17
2022,Italian Grand Prix,Daniel Ricciardo,11
2022,Italian Grand Prix,Daniel Ricciardo,10
2022,Italian Grand Prix,Daniel Ricciardo,8
2022,Italian Grand Prix,Daniel Ricciardo,7
2022,Italian Grand Prix,Daniel Ricciardo,6
2022,Italian Grand Prix,Lance Stroll,17
2022,Italian Grand Prix,Lance Stroll,18
2022,Italian Grand Prix,Lance Stroll,17
2022,Italian Grand Prix,Lance Stroll,16
2022,Italian Grand Prix,Lance Stroll,16
2022,Italian Grand Prix,Fernando Alonso,7
2022,Italian Grand Prix,Fernando Alonso,6
2022,Singapore Grand Prix,Charles Leclerc,2
2022,Singapore Grand Prix,Carlos Sainz,3
2022,Singapore Grand Prix,Lando Norris,4
2022,Singapore Grand Prix,Daniel Ricciardo,12
2022,Singapore Grand Prix,Daniel Ricciardo,10
2022,Singapore Grand Prix,Daniel Ricciardo,9
2022,Singapore Grand Prix,Daniel Ricciardo,6
2022,Singapore Grand Prix,Daniel Ricciardo,5
2022,Singapore Grand Prix,Lance Stroll,9
2022,Singapore Grand Prix,Lance Stroll,8
2022,Singapore Grand Prix,Lance Stroll,7
2022,Singapore Grand Prix,Lance Stroll,6
2022,Singapore Grand Prix,Max Verstappen,9
2022,Singapore Grand Prix,Max Verstappen,7
2022,Singapore Grand Prix,Max Verstappen,6
2022,Singapore Grand Prix,Max Verstappen,5
2022,Singapore Grand Prix,Max Verstappen,5
2022,Singapore Grand Prix,Max Verstappen,11
2022,Singapore Grand Prix,Max Verstappen,10
2022,Singapore Grand Prix,Max Verstappen,9
2022,Singapore Grand Prix,Max Verstappen,8
2022,Singapore Grand Prix,Max Verstappen,7
2022,Singapore Grand Prix,Sebastian Vettel,8
2022,Singapore Grand Prix,Sebastian Vettel,7
2022,Singapore Grand Prix,Sebastian Vettel,7
2022,Singapore Grand Prix,Lewis Hamilton,8
2022,Singapore Grand Prix,Pierre Gasly,7
2022,Singapore Grand Prix,Pierre Gasly,10
2022,Singapore Grand Prix,Pierre Gasly,9
2022,Singapore Grand Prix,Valtteri Bottas,15
2022,Singapore Grand Prix,Valtteri Bottas,14
2022,Singapore Grand Prix,Valtteri Bottas,13
2022,Singapore Grand Prix,Valtteri Bottas,12
2022,Singapore Grand Prix,Valtteri Bottas,10
2022,Singapore Grand Prix,Kevin Magnussen,17
2022,Singapore Grand Prix,Kevin Magnussen,15
2022,Singapore Grand Prix,Kevin Magnussen,14
2022,Singapore Grand Prix,Kevin Magnussen,13
2022,Singapore Grand Prix,Kevin Magnussen,11
2022,Singapore Grand Prix,Mick Schumacher,13
2022,Singapore Grand Prix,Mick Schumacher,11
2022,Singapore Grand Prix,Mick Schumacher,10
2022,Singapore Grand Prix,Mick Schumacher,13
2022,Singapore Grand Prix,George Russell,17
2022,Singapore Grand Prix,George Russell,16
2022,Singapore Grand Prix,George Russell,16
2022,Singapore Grand Prix,George Russell,15
2022,Singapore Grand Prix,George Russell,11
2022,Singapore Grand Prix,George Russell,13
2022,Singapore Grand Prix,Esteban Ocon,14
2022,Singapore Grand Prix,Esteban Ocon,13
2022,Singapore Grand Prix,Alexander Albon,18
2022,Singapore Grand Prix,Alexander Albon,17
2022,Singapore Grand Prix,Alexander Albon,16
2022,Japanese Grand Prix,Max Verstappen,1
2022,Japanese Grand Prix,Sergio Perez,4
2022,Japanese Grand Prix,Sergio Perez,3
2022,Japanese Grand Prix,Charles Leclerc,2
2022,Japanese Grand Prix,Esteban Ocon,5
