Driver,Year,Round,EventName,Team,Qualifying_Pace,BestQualifyingTime,FieldMedian,QualifyingPosition,GridPosition,Race_Pace,TotalCleanLaps,NumStints,QP_Score,RP_Score,Overall_Pace_Score
KVY,2019,20,Brazilian Grand Prix,Toro Rosso,0.4619999999999891,69.32,68.858,16.0,16.0,72.75965001328728,53.0,3.0,4.743490838958561,5.178954108642281,4.9612224738004205
STR,2019,20,Brazilian Grand Prix,Racing Point,0.6779999999999973,69.536,68.858,17.0,17.0,72.92296165884194,54.0,3.0,4.118611378977825,4.763098189074422,4.440854784026124
RUS,2019,20,Brazilian Grand Prix,Williams,1.268000000000001,70.126,68.858,18.0,18.0,73.99802870050492,53.0,4.0,2.4117647058823497,2.0255531004222607,2.2186589031523054
KUB,2019,20,Brazilian Grand Prix,Williams,1.7560000000000002,70.614,68.858,19.0,19.0,74.40077579764299,49.0,5.0,1.0,1.0,1.0
SAI,2019,20,Brazilian Grand Prix,,,,,,,72.80571855695575,57.0,2.0,0.1,5.061645410139263,2.5808227050696315
HAM,2019,21,Abu Dhabi Grand Prix,Mercedes,-2.0565,94.779,96.8355,1.0,1.0,100.56898039215687,51.0,2.0,10.0,10.0,10.0
BOT,2019,21,Abu Dhabi Grand Prix,Mercedes,-1.8624999999999967,94.973,96.8355,2.0,20.0,101.27298039215688,51.0,2.0,9.608256674893422,8.434271893500105,9.021264284196764
VER,2019,21,Abu Dhabi Grand Prix,Red Bull Racing,-1.6965000000000003,95.139,96.8355,3.0,2.0,100.80596153846152,52.0,2.0,9.273053623513576,9.472943122898055,9.372998373205816
LEC,2019,21,Abu Dhabi Grand Prix,Ferrari,-1.616500000000002,95.219,96.8355,4.0,3.0,100.93596,50.0,3.0,9.111509984294374,9.18382061574959,9.147665300021982
VET,2019,21,Abu Dhabi Grand Prix,Ferrari,-1.4964999999999975,95.339,96.8355,5.0,4.0,101.1726,50.0,3.0,8.869194525465558,8.657522463587476,8.763358494526518
ALB,2019,21,Abu Dhabi Grand Prix,Red Bull Racing,-1.153499999999994,95.682,96.8355,6.0,5.0,101.76399999999998,52.0,2.0,8.176576172313208,7.342221892303334,7.759399032308271
SAI,2019,21,Abu Dhabi Grand Prix,McLaren,-0.5274999999999892,96.308,96.8355,9.0,8.0,102.53779166666666,48.0,3.0,6.912497195422914,5.621273936230275,6.266885565826595
NOR,2019,21,Abu Dhabi Grand Prix,McLaren,-0.3994999999999891,96.436,96.8355,7.0,6.0,102.80828,50.0,2.0,6.654027372672186,5.019695547053659,5.836861459862922
RIC,2019,21,Abu Dhabi Grand Prix,Renault,-0.379499999999993,96.456,96.8355,8.0,7.0,102.54704081632651,49.0,3.0,6.613641462867392,5.600703405571645,6.107172434219518
HUL,2019,21,Abu Dhabi Grand Prix,Renault,-0.1255000000000024,96.71,96.8355,10.0,9.0,102.93156862745096,51.0,2.0,6.100740408346433,4.74549601692331,5.423118212634872
PER,2019,21,Abu Dhabi Grand Prix,Racing Point,0.1255000000000024,96.961,96.8355,11.0,10.0,102.76270588235296,51.0,2.0,5.593897240296167,5.121054463145906,5.357475851721036
GAS,2019,21,Abu Dhabi Grand Prix,Toro Rosso,0.2535000000000025,97.089,96.8355,12.0,11.0,103.16306,50.0,1.0,5.3354274175454375,4.230648647019534,4.7830380322824855
STR,2019,21,Abu Dhabi Grand Prix,Racing Point,0.2674999999999983,97.103,96.8355,13.0,12.0,103.408,38.0,3.0,5.307157280682086,3.6858909163290696,4.496524098505578
KVY,2019,21,Abu Dhabi Grand Prix,Toro Rosso,0.3055000000000092,97.141,96.8355,14.0,13.0,102.75803921568628,51.0,2.0,5.230424052052941,5.131433342639778,5.18092869734636
MAG,2019,21,Abu Dhabi Grand Prix,Haas F1 Team,0.4185000000000087,97.254,96.8355,15.0,14.0,103.39203921568628,51.0,2.0,5.002243661655814,3.7213884285474976,4.361816045101656
GRO,2019,21,Abu Dhabi Grand Prix,Haas F1 Team,1.2155000000000058,98.051,96.8355,16.0,15.0,103.50450000000002,50.0,2.0,3.3928651559344853,3.471270515367034,3.4320678356507597
GIO,2019,21,Abu Dhabi Grand Prix,Alfa Romeo Racing,1.2785000000000082,98.114,96.8355,17.0,16.0,103.5061632653061,49.0,3.0,3.265649540049356,3.467571337471732,3.366610438760544
RAI,2019,21,Abu Dhabi Grand Prix,Alfa Romeo Racing,1.5474999999999994,98.383,96.8355,18.0,17.0,103.03158823529412,51.0,2.0,2.722459053174796,4.523047847603536,3.622753450389166
RUS,2019,21,Abu Dhabi Grand Prix,Williams,1.8815000000000024,98.717,96.8355,19.0,18.0,104.03721568627452,51.0,2.0,2.0480143594346067,2.2864865341548573,2.167250446794732
KUB,2019,21,Abu Dhabi Grand Prix,Williams,2.400500000000008,99.236,96.8355,20.0,19.0,104.61566,50.0,2.0,1.0,1.0,1.0
BOT,2020,1,Austrian Grand Prix,Mercedes,-1.1754999999999924,62.939,64.11449999999999,1.0,1.0,66.94182858124357,41.0,3.0,10.0,8.299519767557321,9.14975988377866
HAM,2020,1,Austrian Grand Prix,Mercedes,-1.163499999999992,62.951,64.11449999999999,2.0,5.0,66.86637361008154,38.0,3.0,9.961674946770758,8.543896524822408,9.252785735796582
VER,2020,1,Austrian Grand Prix,Red Bull Racing,-0.6374999999999957,63.477,64.11449999999999,3.0,2.0,66.41677992957747,8.0,1.0,8.281760113555727,10.0,9.140880056777863
NOR,2020,1,Austrian Grand Prix,McLaren,-0.4884999999999948,63.626,64.11449999999999,4.0,3.0,67.4662437703142,39.0,3.0,7.805890702625987,6.601091136653234,7.203490919639611
ALB,2020,1,Austrian Grand Prix,Red Bull Racing,-0.3684999999999903,63.746,64.11449999999999,5.0,4.0,67.28534009942004,34.0,3.0,7.422640170333567,7.186985634916713,7.30481290262514
PER,2020,1,Austrian Grand Prix,Racing Point,-0.254499999999993,63.86,64.11449999999999,6.0,6.0,67.5869360780065,39.0,3.0,7.058552164655792,6.210203772620577,6.6343779686381845
LEC,2020,1,Austrian Grand Prix,Ferrari,-0.1914999999999906,63.923,64.11449999999999,7.0,7.0,67.55232069339112,39.0,3.0,6.857345635202271,6.3223129592456,6.589829297223936
STR,2020,1,Austrian Grand Prix,Racing Point,-0.1594999999999942,63.955,64.11449999999999,9.0,9.0,67.78927746478874,10.0,1.0,6.755145493257641,5.554878733052535,6.155012113155088
SAI,2020,1,Austrian Grand Prix,McLaren,-0.1434999999999959,63.971,64.11449999999999,8.0,8.0,67.75673094980137,39.0,3.0,6.704045422285326,5.66028745126428,6.182166436774803
RIC,2020,1,Austrian Grand Prix,Renault,-0.0914999999999963,64.023,64.11449999999999,10.0,10.0,67.90427856025039,9.0,1.0,6.537970191625285,5.182423554049134,5.860196872837209
VET,2020,1,Austrian Grand Prix,Ferrari,0.0915000000000105,64.206,64.11449999999999,11.0,11.0,68.22885496764371,37.0,3.0,5.953513129879345,4.1312147509445225,5.042363940411933
GAS,2020,1,Austrian Grand Prix,AlphaTauri,0.1905000000000143,64.305,64.11449999999999,12.0,12.0,68.30539761646804,39.0,3.0,5.637331440738098,3.883315321336334,4.760323381037216
KVY,2020,1,Austrian Grand Prix,AlphaTauri,0.3165000000000049,64.431,64.11449999999999,13.0,13.0,68.37636363636364,33.0,3.0,5.234918381831103,3.6534769746904434,4.444197678260773
OCO,2020,1,Austrian Grand Prix,Renault,0.5285000000000082,64.643,64.11449999999999,14.0,14.0,68.46883136657785,37.0,3.0,4.557842441447843,3.354000827348382,3.9559216343981123
GRO,2020,1,Austrian Grand Prix,Haas F1 Team,0.57650000000001,64.691,64.11449999999999,15.0,15.0,68.92798699891657,26.0,2.0,4.404542228530875,1.8669289647141136,3.1357355966224945
MAG,2020,1,Austrian Grand Prix,Haas F1 Team,1.049500000000009,65.164,64.11449999999999,16.0,16.0,68.59223860811932,17.0,1.0,2.8938963804116478,2.9543205803548025,2.924108480383225
RUS,2020,1,Austrian Grand Prix,Williams,1.052500000000009,65.167,64.11449999999999,17.0,17.0,68.60108370221327,35.0,2.0,2.884315117104337,2.9256738871138226,2.90499450210908
GIO,2020,1,Austrian Grand Prix,Alfa Romeo Racing,1.0605000000000049,65.175,64.11449999999999,18.0,18.0,68.63374214517877,39.0,3.0,2.8587650816181904,2.819902666658419,2.8393338741383047
RAI,2020,1,Austrian Grand Prix,Alfa Romeo Racing,1.1095000000000113,65.224,64.11449999999999,19.0,19.0,68.3941627543036,36.0,2.0,2.7022711142654376,3.5958307963491203,3.149050955307279
LAT,2020,1,Austrian Grand Prix,Williams,1.6425000000000125,65.757,64.11449999999999,20.0,20.0,69.1956642558051,37.0,3.0,1.0,1.0,1.0
HAM,2020,2,Styrian Grand Prix,Mercedes,-1.7199999999999989,77.825,79.545,1.0,1.0,66.62148762270593,66.0,2.0,10.0,10.0,10.0
VER,2020,2,Styrian Grand Prix,Red Bull Racing,-1.606999999999999,77.938,79.545,2.0,2.0,66.68243025897318,62.0,3.0,9.74613080379431,9.725780997014846,9.735955900404578
NOR,2020,2,Styrian Grand Prix,McLaren,-1.0970000000000084,78.448,79.545,6.0,9.0,67.4282225778916,66.0,2.0,8.600349475786341,6.369995316347232,7.485172396066787
SAI,2020,2,Styrian Grand Prix,McLaren,-0.9549999999999984,78.59,79.545,3.0,3.0,67.51204929577463,62.0,3.0,8.281328007988016,5.99280653014843,7.137067269068223
BOT,2020,2,Styrian Grand Prix,Mercedes,-0.8880000000000052,78.657,79.545,4.0,4.0,66.7830830132309,66.0,2.0,8.130803794308552,9.272881358751444,8.701842576529998
GAS,2020,2,Styrian Grand Prix,AlphaTauri,-0.8010000000000019,78.744,79.545,8.0,7.0,68.01845162779958,61.0,3.0,7.935346979530711,3.714185992824421,5.824766486177566
OCO,2020,2,Styrian Grand Prix,Renault,-0.7810000000000059,78.764,79.545,5.0,5.0,67.42370154258887,21.0,1.0,7.890414378432367,6.390338279322095,7.140376328877231
ALB,2020,2,Styrian Grand Prix,Red Bull Racing,-0.5310000000000059,79.014,79.545,7.0,6.0,67.20087301936618,64.0,2.0,7.328756864702962,7.392983048524666,7.360869956613814
RIC,2020,2,Styrian Grand Prix,Renault,-0.3160000000000025,79.229,79.545,9.0,8.0,67.50190536971832,64.0,2.0,6.845731402895665,6.03845039230955,6.442090897602608
VET,2020,2,Styrian Grand Prix,Ferrari,0.0,79.545,79.545,10.0,10.0,,,,6.135796305541691,0.1,3.117898152770845
LEC,2020,2,Styrian Grand Prix,Ferrari,0.0829999999999984,79.628,79.545,11.0,14.0,,,,5.949326010983531,0.1,3.024663005491765
RUS,2020,2,Styrian Grand Prix,Williams,0.0909999999999939,79.636,79.545,12.0,11.0,68.50072188687682,63.0,2.0,5.9313529705442,1.5441507315732317,3.7377518510587158
STR,2020,2,Styrian Grand Prix,Racing Point,0.0999999999999943,79.645,79.545,13.0,12.0,67.48940228873239,64.0,2.0,5.911133300049941,6.09470956671032,6.002921433380131
KVY,2020,2,Styrian Grand Prix,AlphaTauri,0.171999999999997,79.717,79.545,14.0,13.0,67.96743243838029,64.0,2.0,5.749375936095865,3.94375320738199,4.846564571738927
MAG,2020,2,Styrian Grand Prix,Haas F1 Team,0.6659999999999968,80.211,79.545,15.0,15.0,68.08702816901408,64.0,2.0,4.6395406889665605,3.4056172811339263,4.022578985050243
RAI,2020,2,Styrian Grand Prix,Alfa Romeo Racing,1.5949999999999989,81.14,79.545,16.0,16.0,68.01990297339593,63.0,2.0,2.5524213679480834,3.707655482055688,3.130038425001886
PER,2020,2,Styrian Grand Prix,Racing Point,2.0619999999999976,81.607,79.545,17.0,17.0,67.18501694542253,64.0,2.0,1.503245132301556,7.464329433492645,4.483787282897101
LAT,2020,2,Styrian Grand Prix,Williams,2.213999999999998,81.759,79.545,18.0,18.0,68.62165435234357,61.0,2.0,1.161757363954075,1.0,1.0808786819770375
GIO,2020,2,Styrian Grand Prix,Alfa Romeo Racing,2.2860000000000014,81.831,79.545,19.0,19.0,68.15548698973502,59.0,2.0,1.0,3.097578267506218,2.0487891337531092
GRO,2020,2,Styrian Grand Prix,,,,,,,68.01614697864608,62.0,2.0,0.1,3.724556049517279,1.9122780247586395
HAM,2020,3,Hungarian Grand Prix,Mercedes,-2.099499999999992,73.447,75.5465,1.0,1.0,79.23167447306791,61.0,3.0,10.0,9.606772388187103,9.803386194093552
BOT,2020,3,Hungarian Grand Prix,Mercedes,-1.9924999999999928,73.554,75.5465,2.0,2.0,79.07994145199063,61.0,3.0,9.695926744553208,10.0,9.847963372276604
STR,2020,3,Hungarian Grand Prix,Racing Point,-1.169499999999999,74.377,75.5465,3.0,3.0,79.80421311475409,61.0,3.0,7.357120303126009,8.122995151416777,7.7400577272713935
PER,2020,3,Hungarian Grand Prix,Racing Point,-1.001499999999993,74.545,75.5465,4.0,4.0,80.4631267281106,62.0,2.0,6.879696874013266,6.415370636122748,6.647533755068007
VET,2020,3,Hungarian Grand Prix,Ferrari,-0.7724999999999937,74.774,75.5465,5.0,5.0,80.45844496487119,61.0,2.0,6.228923271234614,6.427503780013467,6.32821352562404
LEC,2020,3,Hungarian Grand Prix,Ferrari,-0.7295000000000016,74.817,75.5465,6.0,6.0,81.04653456221197,62.0,2.0,6.106725607830784,4.90342506430301,5.505075336066897
VER,2020,3,Hungarian Grand Prix,Red Bull Racing,-0.6974999999999909,74.849,75.5465,7.0,7.0,79.48876870748299,63.0,2.0,6.0157878118092825,8.94049321512287,7.4781405134660766
NOR,2020,3,Hungarian Grand Prix,McLaren,-0.5805000000000007,74.966,75.5465,8.0,8.0,80.95299769585253,62.0,2.0,5.683296495105806,5.145832935139862,5.414564715122834
SAI,2020,3,Hungarian Grand Prix,McLaren,-0.5194999999999936,75.027,75.5465,9.0,9.0,80.74020608899298,61.0,2.0,5.509946321439855,5.697298494746663,5.603622408093259
GAS,2020,3,Hungarian Grand Prix,AlphaTauri,-0.038499999999999,75.508,75.5465,10.0,10.0,82.55273214285714,8.0,1.0,4.14303757499213,1.0,2.571518787496065
RUS,2020,3,Hungarian Grand Prix,Williams,0.038499999999999,75.585,75.5465,12.0,12.0,81.03223809523809,60.0,3.0,3.924218503315469,4.940475440849861,4.432346972082665
RIC,2020,3,Hungarian Grand Prix,Renault,0.1145000000000067,75.661,75.5465,11.0,11.0,80.50002534562213,62.0,2.0,3.7082412377644527,6.3197450752511255,5.013993156507789
ALB,2020,3,Hungarian Grand Prix,Red Bull Racing,0.1685000000000087,75.715,75.5465,13.0,13.0,80.35646031746032,63.0,2.0,3.554783706978214,6.691804715025718,5.123294211001966
OCO,2020,3,Hungarian Grand Prix,Renault,0.1724999999999994,75.719,75.5465,14.0,14.0,81.03914988290398,61.0,2.0,3.5434164824755565,4.922563019822962,4.232989751149259
LAT,2020,3,Hungarian Grand Prix,Williams,0.5585000000000093,76.105,75.5465,15.0,15.0,82.4187457142857,50.0,4.0,2.44647931796653,1.3472359737413409,1.8968576458539355
MAG,2020,3,Hungarian Grand Prix,Haas F1 Team,0.6055000000000064,76.152,75.5465,16.0,0.0,80.82599769585254,62.0,2.0,2.3129144300600024,5.474963050296548,3.8939387401782755
KVY,2020,3,Hungarian Grand Prix,AlphaTauri,0.6574999999999989,76.204,75.5465,17.0,17.0,80.94141904761904,60.0,2.0,2.1651405115251325,5.175839878655211,3.6704901950901716
GRO,2020,3,Hungarian Grand Prix,Haas F1 Team,0.8605000000000018,76.407,75.5465,18.0,0.0,81.25554479418886,59.0,2.0,1.588253868013915,4.361759223992129,2.975006546003022
GIO,2020,3,Hungarian Grand Prix,Alfa Romeo Racing,0.9595000000000056,76.506,75.5465,19.0,19.0,80.83596428571428,60.0,3.0,1.3069150615724776,5.449133878100355,3.3780244698364164
RAI,2020,3,Hungarian Grand Prix,Alfa Romeo Racing,1.0675000000000097,76.614,75.5465,20.0,20.0,80.96263466042154,61.0,2.0,1.0,5.12085801184569,3.060429005922845
HAM,2020,4,British Grand Prix,Mercedes,-2.030000000000001,84.303,86.333,1.0,1.0,88.63021730769229,40.0,2.0,10.0,10.0,10.0
BOT,2020,4,British Grand Prix,Mercedes,-1.7169999999999987,84.616,86.333,2.0,2.0,88.73773175542406,39.0,3.0,9.171957671957664,9.61626652370234,9.394112097830002
VER,2020,4,British Grand Prix,Red Bull Racing,-1.0079999999999956,85.325,86.333,3.0,3.0,88.93694386694386,37.0,2.0,7.296296296296282,8.905251793246745,8.100774044771512
LEC,2020,4,British Grand Prix,Ferrari,-0.9059999999999916,85.427,86.333,4.0,4.0,89.97870384615383,40.0,2.0,7.026455026455002,5.187070779218439,6.106762902836721
NOR,2020,4,British Grand Prix,McLaren,-0.5510000000000019,85.782,86.333,5.0,5.0,90.12640631163708,39.0,2.0,6.087301587301591,4.659900880350306,5.373601233825949
STR,2020,4,British Grand Prix,Racing Point,-0.4939999999999998,85.839,86.333,6.0,6.0,90.55435384615384,40.0,2.0,5.936507936507934,3.1324987631686336,4.534503349838284
SAI,2020,4,British Grand Prix,McLaren,-0.367999999999995,85.965,86.333,7.0,7.0,89.99827350427353,36.0,2.0,5.603174603174589,5.1172240460708975,5.360199324622743
RIC,2020,4,British Grand Prix,Renault,-0.323999999999998,86.009,86.333,8.0,8.0,90.09665384615384,40.0,2.0,5.48677248677248,4.766091417986639,5.12643195237956
OCO,2020,4,British Grand Prix,Renault,-0.1239999999999952,86.209,86.333,9.0,9.0,90.30910384615385,40.0,2.0,4.957671957671943,4.007828889002392,4.482750423337167
HUL,2020,4,British Grand Prix,Racing Point,-0.0060000000000002,86.327,86.333,13.0,13.0,,,,4.645502645502645,0.1,2.372751322751322
VET,2020,4,British Grand Prix,Ferrari,0.0060000000000002,86.339,86.333,10.0,10.0,90.63575467775468,37.0,2.0,4.613756613756612,2.841968283380138,3.7278624485683753
GAS,2020,4,British Grand Prix,AlphaTauri,0.0100000000000051,86.343,86.333,11.0,11.0,90.27983575883576,37.0,2.0,4.603174603174589,4.112290616036254,4.357732609605421
ALB,2020,4,British Grand Prix,Red Bull Racing,0.2120000000000033,86.545,86.333,12.0,12.0,89.39164253393665,34.0,2.0,4.068783068783059,7.282371298261067,5.675577183522063
RUS,2020,4,British Grand Prix,Williams,0.3990000000000009,86.732,86.333,15.0,20.0,90.82684220907296,39.0,2.0,3.5740740740740704,2.1599512687660685,2.8670126714200697
KVY,2020,4,British Grand Prix,AlphaTauri,0.4110000000000013,86.744,86.333,14.0,19.0,90.82496153846154,6.0,1.0,3.542328042328037,2.1666636342826955,2.8544958383053665
MAG,2020,4,British Grand Prix,Haas F1 Team,0.8250000000000028,87.158,86.333,16.0,14.0,,,,2.447089947089939,0.1,1.2735449735449695
GIO,2020,4,British Grand Prix,Alfa Romeo Racing,0.8310000000000031,87.164,86.333,17.0,15.0,90.8136114398422,39.0,2.0,2.4312169312169223,2.207173657739108,2.319195294478015
RAI,2020,4,British Grand Prix,Alfa Romeo Racing,1.0330000000000013,87.366,86.333,18.0,16.0,91.15183736263737,35.0,3.0,1.896825396825393,1.0,1.4484126984126964
GRO,2020,4,British Grand Prix,Haas F1 Team,1.3100000000000025,87.643,86.333,19.0,17.0,90.33115384615384,37.0,2.0,1.1640211640211575,3.9291294831934582,2.546575323607308
LAT,2020,4,British Grand Prix,Williams,1.372,87.705,86.333,20.0,18.0,90.90081656804732,39.0,2.0,1.0,1.8959268653022328,1.4479634326511164
BOT,2020,5,70th Anniversary Grand Prix,Mercedes,-1.7404999999999973,85.154,86.8945,1.0,1.0,89.95396563011457,47.0,3.0,10.0,8.258834955817521,9.12941747790876
HAM,2020,5,70th Anniversary Grand Prix,Mercedes,-1.6774999999999949,85.217,86.8945,2.0,2.0,89.8342,45.0,3.0,9.830188679245277,8.707085184335646,9.26863693179046
HUL,2020,5,70th Anniversary Grand Prix,Racing Point,-0.8125,86.082,86.8945,3.0,3.0,90.22156068376069,45.0,4.0,7.498652291105127,7.257299341364152,7.37797581623464
VER,2020,5,70th Anniversary Grand Prix,Red Bull Racing,-0.7184999999999917,86.176,86.8945,4.0,4.0,89.4887528641571,47.0,3.0,7.245283018867909,10.0,8.622641509433954
RIC,2020,5,70th Anniversary Grand Prix,Renault,-0.5974999999999966,86.297,86.8945,5.0,5.0,90.82148300536672,43.0,4.0,6.919137466307275,5.01195301374261,5.965545240024943
STR,2020,5,70th Anniversary Grand Prix,Racing Point,-0.4664999999999963,86.428,86.8945,6.0,6.0,90.37156792144026,47.0,3.0,6.5660377358490525,6.695862988506348,6.6309503621777
GAS,2020,5,70th Anniversary Grand Prix,AlphaTauri,-0.3714999999999975,86.523,86.8945,7.0,7.0,90.79826022913257,47.0,3.0,6.309973045822102,5.098869558529549,5.704421302175826
LEC,2020,5,70th Anniversary Grand Prix,Ferrari,-0.2804999999999893,86.614,86.8945,8.0,8.0,90.31499686028258,49.0,2.0,6.064690026954155,6.9075931072990775,6.486141567126616
ALB,2020,5,70th Anniversary Grand Prix,Red Bull Racing,-0.2524999999999977,86.642,86.8945,9.0,9.0,90.14919487179486,45.0,3.0,5.98921832884097,7.528144923018496,6.758681625929732
NOR,2020,5,70th Anniversary Grand Prix,McLaren,-0.1164999999999878,86.778,86.8945,10.0,10.0,90.64987397708674,47.0,3.0,5.622641509433935,5.65423900237466,5.638440255904298
OCO,2020,5,70th Anniversary Grand Prix,Renault,0.116500000000002,87.011,86.8945,11.0,14.0,91.05098273155414,49.0,2.0,4.994609164420485,4.152997864340039,4.573803514380262
VET,2020,5,70th Anniversary Grand Prix,Ferrari,0.1835000000000093,87.078,86.8945,12.0,11.0,90.7689641025641,45.0,3.0,4.814016172506719,5.208517004265436,5.011266588386077
SAI,2020,5,70th Anniversary Grand Prix,McLaren,0.1885000000000047,87.083,86.8945,13.0,12.0,90.69764320785598,47.0,3.0,4.800539083557943,5.475451744394553,5.137995413976248
GRO,2020,5,70th Anniversary Grand Prix,Haas F1 Team,0.3595000000000112,87.254,86.8945,14.0,13.0,91.4452465034965,44.0,3.0,4.339622641509409,2.6773756369905266,3.5084991392499676
RUS,2020,5,70th Anniversary Grand Prix,Williams,0.5605000000000047,87.455,86.8945,15.0,15.0,91.4038251748252,44.0,4.0,3.797843665768186,2.832404421331087,3.3151240435496367
KVY,2020,5,70th Anniversary Grand Prix,AlphaTauri,0.9875000000000114,87.882,86.8945,16.0,16.0,90.70803678929764,46.0,3.0,2.646900269541753,5.4365513916648425,4.041725830603298
MAG,2020,5,70th Anniversary Grand Prix,Haas F1 Team,1.3415000000000106,88.236,86.8945,17.0,17.0,91.72670163170164,33.0,3.0,1.6927223719676303,1.623965527472011,1.6583439497198207
LAT,2020,5,70th Anniversary Grand Prix,Williams,1.5355000000000132,88.43,86.8945,18.0,18.0,91.34316135084428,41.0,4.0,1.1698113207546852,3.059452639891087,2.114631980322886
GIO,2020,5,70th Anniversary Grand Prix,Alfa Romeo Racing,1.5385000000000133,88.433,86.8945,19.0,19.0,91.746547008547,45.0,3.0,1.1617250673854127,1.549689671389975,1.355707369387694
RAI,2020,5,70th Anniversary Grand Prix,Alfa Romeo Racing,1.5985000000000014,88.493,86.8945,20.0,20.0,91.89341571194764,47.0,2.0,1.0,1.0,1.0
HAM,2020,6,Spanish Grand Prix,Mercedes,-1.5420000000000016,75.584,77.126,1.0,1.0,81.05886206896552,58.0,3.0,10.0,10.0,10.0
BOT,2020,6,Spanish Grand Prix,Mercedes,-1.483000000000004,75.643,77.126,2.0,2.0,81.39126785714286,56.0,3.0,9.82942499196917,8.789207833589241,9.309316412779205
VER,2020,6,Spanish Grand Prix,Red Bull Racing,-0.8340000000000032,76.292,77.126,3.0,3.0,81.40906666666666,60.0,3.0,7.953099903629943,8.724375451274188,8.338737677452066
PER,2020,6,Spanish Grand Prix,Racing Point,-0.6440000000000055,76.482,77.126,4.0,4.0,82.87706451612904,62.0,2.0,7.403790555734029,3.377175253037515,5.390482904385772
STR,2020,6,Spanish Grand Prix,Racing Point,-0.5370000000000061,76.589,77.126,5.0,5.0,82.57249999999999,60.0,3.0,7.094442659813697,4.486555244035137,5.790498951924417
GAS,2020,6,Spanish Grand Prix,AlphaTauri,-0.3260000000000076,76.8,77.126,10.0,10.0,82.85105084745763,59.0,3.0,6.484420173466127,3.4719303607017205,4.978175267083923
SAI,2020,6,Spanish Grand Prix,McLaren,-0.25,76.876,77.126,7.0,7.0,82.62651666666667,60.0,3.0,6.264696434307736,4.289798872209419,5.277247653258577
LEC,2020,6,Spanish Grand Prix,Ferrari,-0.1730000000000018,76.953,77.126,9.0,9.0,82.91221875,32.0,2.0,6.042081593318343,3.2491255243594583,4.645603558838901
ALB,2020,6,Spanish Grand Prix,Red Bull Racing,-0.0970000000000084,77.029,77.126,6.0,6.0,82.88545762711863,59.0,3.0,5.822357854159994,3.3466032431644903,4.584480548662242
NOR,2020,6,Spanish Grand Prix,McLaren,-0.0420000000000015,77.084,77.126,8.0,8.0,82.86971186440678,59.0,3.0,5.66334725345326,3.403957377249222,4.533652315351241
VET,2020,6,Spanish Grand Prix,Ferrari,0.0420000000000015,77.168,77.126,11.0,11.0,83.1112131147541,61.0,2.0,5.420494699646634,2.5242861064742126,3.972390403060423
KVY,2020,6,Spanish Grand Prix,AlphaTauri,0.0659999999999882,77.192,77.126,12.0,12.0,82.80206779661016,59.0,3.0,5.351108255701924,3.650351725077521,4.500729990389722
RIC,2020,6,Spanish Grand Prix,Renault,0.0719999999999885,77.198,77.126,13.0,13.0,83.09008196721311,61.0,2.0,5.333761644715736,2.601256570948327,3.9675091078320315
RAI,2020,6,Spanish Grand Prix,Alfa Romeo Racing,0.2599999999999909,77.386,77.126,14.0,14.0,83.02308474576272,59.0,3.0,4.790234500481871,2.8452947730152083,3.8177646367485396
OCO,2020,6,Spanish Grand Prix,Renault,0.4409999999999883,77.567,77.126,15.0,15.0,83.29985245901639,61.0,2.0,4.266945069065239,1.8371649779221435,3.052055023493691
MAG,2020,6,Spanish Grand Prix,Haas F1 Team,0.7819999999999965,77.908,77.126,16.0,16.0,83.44926229508195,61.0,2.0,3.2810793446835897,1.2929378148368218,2.2870085797602058
GRO,2020,6,Spanish Grand Prix,Haas F1 Team,0.962999999999994,78.089,77.126,17.0,17.0,83.52968421052631,57.0,3.0,2.757789913266957,1.0,1.8788949566334785
RUS,2020,6,Spanish Grand Prix,Williams,0.972999999999999,78.099,77.126,18.0,18.0,83.48227118644067,59.0,3.0,2.7288788949566305,1.172702522611049,1.9507907087838396
LAT,2020,6,Spanish Grand Prix,Williams,1.4059999999999917,78.532,77.126,19.0,19.0,83.34175862068965,58.0,3.0,1.4770318021201594,1.684521269289584,1.5807765357048718
GIO,2020,6,Spanish Grand Prix,Alfa Romeo Racing,1.570999999999998,78.697,77.126,20.0,20.0,83.18906779661016,59.0,3.0,1.0,2.24069947151635,1.620349735758175
HAM,2020,7,Belgian Grand Prix,Mercedes,-1.4415000000000049,101.252,102.6935,1.0,1.0,107.36923076923078,39.0,2.0,10.0,10.0,10.0
BOT,2020,7,Belgian Grand Prix,Mercedes,-0.930499999999995,101.763,102.6935,2.0,2.0,107.59035897435896,39.0,2.0,8.498040496407548,9.191318319825314,8.84467940811643
VER,2020,7,Belgian Grand Prix,Red Bull Racing,-0.9154999999999944,101.778,102.6935,3.0,3.0,107.84064102564103,39.0,2.0,8.453951665578021,8.276018936686796,8.364985301132409
RIC,2020,7,Belgian Grand Prix,Renault,-0.6324999999999932,102.061,102.6935,4.0,4.0,108.06533333333331,39.0,2.0,7.622142390594346,7.454303078225396,7.538222734409871
ALB,2020,7,Belgian Grand Prix,Red Bull Racing,-0.5005000000000024,102.193,102.6935,5.0,5.0,108.74355263157896,38.0,2.0,7.234160679294569,4.974006540231796,6.104083609763183
OCO,2020,7,Belgian Grand Prix,Renault,-0.2974999999999994,102.396,102.6935,6.0,6.0,108.66084210526316,38.0,2.0,6.637491835401679,5.276484857506683,5.956988346454182
